time_sec,hip_L_Joint,hip_R_Joint,thigh_L_Joint,thigh_R_Joint,knee_L_Joint,knee_R_Joint,wheel_L_Joint,wheel_R_Joint
2553.919942915,0.0099,0.0053,1.0001,-0.9751,2.1015,-2.0958,2.377,-2.4897
2553.924942915,0.0099,0.0052,0.9975,-0.9724,2.1014,-2.0956,2.3848,-2.4976
2553.929942915,0.0099,0.0053,0.9948,-0.9697,2.1013,-2.0955,2.3926,-2.5055
2553.934942915,0.0099,0.0052,0.9921,-0.967,2.1012,-2.0953,2.4006,-2.5134
2553.939942914,0.0099,0.0053,0.9894,-0.9642,2.1011,-2.0951,2.4086,-2.5215
2553.944942914,0.0099,0.0052,0.9866,-0.9614,2.101,-2.0949,2.4167,-2.5296
2553.949942914,0.0099,0.0053,0.9838,-0.9586,2.1008,-2.0947,2.4249,-2.5378
2553.954942914,0.0099,0.0052,0.9809,-0.9557,2.1007,-2.0945,2.4332,-2.546
2553.959942914,0.0099,0.0053,0.9781,-0.9528,2.1005,-2.0943,2.4415,-2.5543
2553.964942914,0.0099,0.0052,0.9752,-0.9498,2.1004,-2.094,2.4499,-2.5627
2553.969942914,0.0099,0.0053,0.9723,-0.9469,2.1002,-2.0938,2.4584,-2.5712
2553.974942914,0.0099,0.0052,0.9693,-0.9439,2.1,-2.0935,2.4669,-2.5797
2553.979942914,0.0099,0.0053,0.9663,-0.9409,2.0998,-2.0932,2.4755,-2.5882
2553.984942913,0.0099,0.0052,0.9633,-0.9379,2.0996,-2.0929,2.4842,-2.5969
2553.989942913,0.0099,0.0053,0.9603,-0.9348,2.0993,-2.0926,2.4929,-2.6056
2553.994942913,0.0099,0.0052,0.9572,-0.9317,2.0991,-2.0923,2.5018,-2.6143
2553.999942913,0.0099,0.0053,0.9541,-0.9286,2.0989,-2.092,2.5106,-2.6231
2554.004942913,0.0099,0.0052,0.9509,-0.9255,2.0986,-2.0916,2.5196,-2.632
2554.009942913,0.0099,0.0053,0.9478,-0.9224,2.0983,-2.0913,2.5286,-2.6409
2554.014942913,0.0099,0.0052,0.9446,-0.9191,2.0981,-2.0909,2.5376,-2.6499
2554.019942913,0.0099,0.0053,0.9414,-0.9159,2.0977,-2.0906,2.5467,-2.6589
2554.024942913,0.0099,0.0052,0.9382,-0.9127,2.0974,-2.0902,2.5559,-2.668
2554.029942912,0.0099,0.0053,0.9349,-0.9095,2.0971,-2.0898,2.5651,-2.6771
2554.034942912,0.0099,0.0052,0.9316,-0.9062,2.0968,-2.0893,2.5743,-2.6863
2554.039942912,0.0099,0.0053,0.9288,-0.9034,2.0965,-2.089,2.5824,-2.6942
2554.044942912,0.0099,0.0053,0.9263,-0.9009,2.0962,-2.0887,2.5894,-2.7011
2554.049942912,0.0099,0.0052,0.9242,-0.8987,2.096,-2.0884,2.5954,-2.7071
2554.054942912,0.0099,0.0053,0.9223,-0.8969,2.0958,-2.0881,2.6006,-2.7121
2554.059942912,0.0099,0.0052,0.9208,-0.8954,2.0956,-2.0879,2.6048,-2.7163
2554.064942912,0.0099,0.0053,0.9196,-0.8942,2.0954,-2.0877,2.6082,-2.7196
2554.069942912,0.0099,0.0052,0.9187,-0.8933,2.0953,-2.0876,2.6109,-2.7223
2554.074942911,0.0099,0.0052,0.9179,-0.8925,2.0952,-2.0875,2.613,-2.7243
2554.079942911,0.0099,0.0053,0.9174,-0.892,2.0952,-2.0874,2.6146,-2.7258
2554.084942911,0.0099,0.0052,0.917,-0.8916,2.0951,-2.0874,2.6156,-2.7268
2554.089942911,0.0099,0.0053,0.9168,-0.8914,2.0951,-2.0874,2.6162,-2.7274
2554.094942911,0.0099,0.0052,0.9167,-0.8913,2.0951,-2.0873,2.6164,-2.7276
2554.099942911,0.0099,0.0053,0.9167,-0.8913,2.0951,-2.0873,2.6164,-2.7276
2554.104942911,0.0099,0.0053,0.9167,-0.8914,2.0951,-2.0874,2.6162,-2.7274
2554.109942911,0.0099,0.0052,0.9169,-0.8915,2.0951,-2.0874,2.6159,-2.7271
2554.114942911,0.0099,0.0053,0.917,-0.8916,2.0951,-2.0874,2.6155,-2.7267
2554.11994291,0.0099,0.0052,0.9172,-0.8918,2.0952,-2.0874,2.615,-2.7263
2554.12494291,0.0099,0.0053,0.9174,-0.892,2.0952,-2.0874,2.6144,-2.7257
2554.12994291,0.0099,0.0052,0.9177,-0.8923,2.0952,-2.0875,2.6135,-2.725
2554.13494291,0.0099,0.0053,0.918,-0.8926,2.0953,-2.0875,2.6126,-2.7241
2554.13994291,0.0099,0.0052,0.9186,-0.8931,2.0953,-2.0876,2.6112,-2.7228
2554.14494291,0.0099,0.0053,0.9192,-0.8937,2.0954,-2.0877,2.6094,-2.721
2554.14994291,0.0099,0.0052,0.92,-0.8945,2.0955,-2.0878,2.6072,-2.7189
2554.15494291,0.0099,0.0053,0.9212,-0.8956,2.0956,-2.0879,2.6039,-2.7157
2554.15994291,0.0099,0.0052,0.9226,-0.8971,2.0958,-2.0881,2.5998,-2.7116
2554.164942909,0.0099,0.0053,0.9244,-0.8989,2.096,-2.0884,2.5948,-2.7067
2554.169942909,0.0099,0.0052,0.9264,-0.9008,2.0962,-2.0887,2.5892,-2.7012
2554.174942909,0.0099,0.0053,0.9286,-0.9031,2.0965,-2.089,2.5829,-2.6948
2554.179942909,0.0099,0.0052,0.9311,-0.9056,2.0967,-2.0893,2.5759,-2.6879
2554.184942909,0.0099,0.0053,0.9338,-0.9083,2.097,-2.0896,2.5684,-2.6804
2554.189942909,0.0099,0.0052,0.9366,-0.9111,2.0973,-2.09,2.5603,-2.6724
2554.194942909,0.0099,0.0053,0.9396,-0.9141,2.0976,-2.0903,2.5519,-2.664
2554.199942909,0.0099,0.0052,0.9427,-0.9172,2.0979,-2.0907,2.5431,-2.6553
2554.204942909,0.0099,0.0053,0.946,-0.9205,2.0982,-2.0911,2.5337,-2.646
2554.209942908,0.0099,0.0053,0.9495,-0.924,2.0985,-2.0915,2.5239,-2.6362
2554.214942908,0.0099,0.0053,0.953,-0.9276,2.0988,-2.0919,2.5137,-2.626
2554.219942908,0.0099,0.0053,0.9567,-0.9313,2.0991,-2.0923,2.5032,-2.6156
2554.224942908,0.0099,0.0053,0.9605,-0.9351,2.0994,-2.0926,2.4923,-2.6048
2554.229942908,0.0099,0.0053,0.9644,-0.939,2.0997,-2.093,2.4811,-2.5937
2554.234942908,0.0099,0.0052,0.9683,-0.943,2.0999,-2.0934,2.4698,-2.5824
2554.239942908,0.0099,0.0053,0.9724,-0.9471,2.1002,-2.0938,2.458,-2.5707
2554.244942908,0.0099,0.0053,0.9766,-0.9512,2.1004,-2.0941,2.4459,-2.5588
2554.249942908,0.0099,0.0053,0.9808,-0.9554,2.1007,-2.0945,2.4338,-2.5467
2554.254942907,0.0099,0.0053,0.9851,-0.9598,2.1009,-2.0948,2.4213,-2.5343
2554.259942907,0.0099,0.0052,0.9894,-0.9641,2.1011,-2.0951,2.4085,-2.5216
2554.264942907,0.0099,0.0053,0.9938,-0.9685,2.1013,-2.0954,2.3957,-2.5089
2554.269942907,0.0099,0.0053,0.9982,-0.9729,2.1015,-2.0957,2.3829,-2.4961
2554.274942907,0.0099,0.0053,1.0026,-0.9774,2.1016,-2.0959,2.3699,-2.4832
2554.279942907,0.0099,0.0053,1.0069,-0.9818,2.1017,-2.0961,2.3569,-2.4703
2554.284942907,0.0099,0.0053,1.0113,-0.9862,2.1018,-2.0964,2.344,-2.4575
2554.289942907,0.01,0.0053,1.0157,-0.9906,2.1019,-2.0966,2.3309,-2.4445
2554.294942907,0.0099,0.0053,1.0201,-0.995,2.102,-2.0967,2.3178,-2.4315
2554.299942906,0.0099,0.0053,1.0245,-0.9994,2.102,-2.0969,2.3047,-2.4185
2554.304942906,0.01,0.0053,1.0289,-1.0038,2.102,-2.097,2.2916,-2.4054
2554.309942906,0.01,0.0053,1.0332,-1.0082,2.102,-2.0971,2.2784,-2.3923
2554.314942906,0.01,0.0053,1.0375,-1.0126,2.102,-2.0972,2.2653,-2.3794
2554.319942906,0.01,0.0053,1.0418,-1.0168,2.1019,-2.0973,2.2524,-2.3666
2554.324942906,0.01,0.0053,1.046,-1.0211,2.1018,-2.0973,2.2395,-2.3538
2554.329942906,0.01,0.0053,1.0502,-1.0253,2.1018,-2.0973,2.2268,-2.3412
2554.334942906,0.0099,0.0053,1.0543,-1.0294,2.1016,-2.0973,2.2142,-2.3287
2554.339942906,0.0099,0.0053,1.0584,-1.0336,2.1015,-2.0973,2.2015,-2.3161
2554.344942905,0.0099,0.0053,1.0625,-1.0377,2.1014,-2.0973,2.1889,-2.3035
2554.349942905,0.01,0.0053,1.0666,-1.0418,2.1012,-2.0972,2.1763,-2.2911
2554.354942905,0.0099,0.0053,1.0707,-1.046,2.101,-2.0971,2.1636,-2.2784
2554.359942905,0.0099,0.0053,1.0748,-1.0501,2.1008,-2.097,2.1508,-2.2657
2554.364942905,0.01,0.0053,1.0789,-1.0542,2.1006,-2.0969,2.138,-2.253
2554.369942905,0.0099,0.0053,1.083,-1.0583,2.1003,-2.0967,2.1253,-2.2403
2554.374942905,0.0099,0.0053,1.0871,-1.0625,2.1,-2.0966,2.1124,-2.2275
2554.379942905,0.01,0.0053,1.0912,-1.0666,2.0997,-2.0964,2.0995,-2.2147
2554.384942905,0.0099,0.0053,1.0953,-1.0707,2.0994,-2.0962,2.0866,-2.2018
2554.389942904,0.0099,0.0053,1.0993,-1.0749,2.0991,-2.096,2.0735,-2.1888
2554.394942904,0.01,0.0053,1.1034,-1.079,2.0987,-2.0957,2.0605,-2.1758
2554.399942904,0.0099,0.0053,1.1075,-1.0831,2.0984,-2.0954,2.0475,-2.1629
2554.404942904,0.0099,0.0053,1.1115,-1.0872,2.0979,-2.0952,2.0345,-2.15
2554.409942904,0.01,0.0053,1.1155,-1.0913,2.0975,-2.0949,2.0215,-2.137
2554.414942904,0.0099,0.0053,1.1195,-1.0953,2.0971,-2.0945,2.0086,-2.1242
2554.419942904,0.0099,0.0053,1.1234,-1.0993,2.0966,-2.0942,1.9958,-2.1114
2554.424942904,0.0099,0.0053,1.1274,-1.1032,2.0962,-2.0938,1.9831,-2.0987
2554.429942904,0.0099,0.0053,1.1312,-1.1071,2.0957,-2.0935,1.9704,-2.0861
2554.434942903,0.01,0.0053,1.135,-1.111,2.0952,-2.0931,1.9579,-2.0736
2554.439942903,0.0099,0.0053,1.1388,-1.1149,2.0947,-2.0926,1.9453,-2.0611
2554.444942903,0.01,0.0053,1.1426,-1.1187,2.0941,-2.0922,1.9328,-2.0487
2554.449942903,0.0099,0.0053,1.1463,-1.1224,2.0936,-2.0918,1.9205,-2.0364
2554.454942903,0.01,0.0053,1.15,-1.1262,2.093,-2.0913,1.9081,-2.0241
2554.459942903,0.01,0.0053,1.1537,-1.1299,2.0924,-2.0908,1.8958,-2.0118
2554.464942903,0.0099,0.0053,1.1573,-1.1336,2.0918,-2.0903,1.8836,-1.9997
2554.469942903,0.01,0.0053,1.1608,-1.1372,2.0912,-2.0898,1.8716,-1.9877
2554.474942903,0.0099,0.0053,1.1644,-1.1407,2.0906,-2.0893,1.8597,-1.9759
2554.479942902,0.01,0.0053,1.1678,-1.1442,2.09,-2.0888,1.848,-1.9642
2554.484942902,0.01,0.0053,1.1712,-1.1477,2.0894,-2.0883,1.8365,-1.9527
2554.489942902,0.0099,0.0053,1.1744,-1.151,2.0888,-2.0877,1.8252,-1.9415
2554.494942902,0.01,0.0053,1.1776,-1.1543,2.0881,-2.0872,1.8141,-1.9305
2554.499942902,0.01,0.0053,1.1808,-1.1574,2.0875,-2.0867,1.8033,-1.9197
2554.504942902,0.0099,0.0053,1.1838,-1.1605,2.0869,-2.0861,1.7927,-1.9092
2554.509942902,0.01,0.0053,1.1868,-1.1635,2.0862,-2.0856,1.7824,-1.8989
2554.514942902,0.0099,0.0053,1.1897,-1.1665,2.0856,-2.0851,1.7723,-1.8889
2554.519942902,0.01,0.0053,1.1925,-1.1693,2.085,-2.0845,1.7625,-1.8791
2554.524942901,0.0099,0.0053,1.1952,-1.172,2.0844,-2.084,1.753,-1.8696
2554.529942901,0.01,0.0053,1.1978,-1.1747,2.0838,-2.0835,1.7437,-1.8604
2554.534942901,0.01,0.0053,1.2004,-1.1773,2.0832,-2.083,1.7347,-1.8514
2554.539942901,0.0099,0.0053,1.2028,-1.1798,2.0826,-2.0824,1.7259,-1.8427
2554.544942901,0.01,0.0053,1.2052,-1.1822,2.082,-2.0819,1.7174,-1.8343
2554.549942901,0.0099,0.0053,1.2075,-1.1846,2.0814,-2.0814,1.7091,-1.826
2554.554942901,0.01,0.0053,1.2097,-1.1869,2.0809,-2.081,1.7011,-1.8181
2554.559942901,0.01,0.0053,1.2119,-1.1891,2.0803,-2.0805,1.6933,-1.8103
2554.564942901,0.0099,0.0053,1.214,-1.1912,2.0798,-2.08,1.6858,-1.8028
2554.5699429,0.01,0.0053,1.216,-1.1932,2.0793,-2.0795,1.6785,-1.7956
2554.5749429,0.0099,0.0053,1.218,-1.1953,2.0787,-2.079,1.6713,-1.7884
2554.5799429,0.01,0.0053,1.22,-1.1972,2.0782,-2.0786,1.6642,-1.7813
2554.5849429,0.0099,0.0053,1.2219,-1.1992,2.0777,-2.0781,1.6572,-1.7744
2554.5899429,0.01,0.0053,1.2237,-1.2011,2.0772,-2.0777,1.6504,-1.7676
2554.5949429,0.01,0.0053,1.2256,-1.203,2.0766,-2.0772,1.6437,-1.7609
2554.5999429,0.0099,0.0053,1.2274,-1.2048,2.0761,-2.0767,1.6371,-1.7543
2554.6049429,0.01,0.0053,1.2291,-1.2065,2.0756,-2.0763,1.6309,-1.7481
2554.6099429,0.01,0.0053,1.2306,-1.2081,2.0752,-2.0759,1.625,-1.7423
2554.614942899,0.0099,0.0053,1.2321,-1.2096,2.0748,-2.0755,1.6195,-1.7368
2554.619942899,0.01,0.0053,1.2335,-1.2111,2.0743,-2.0751,1.6144,-1.7317
2554.624942899,0.01,0.0053,1.2348,-1.2124,2.074,-2.0748,1.6097,-1.7271
2554.629942899,0.0099,0.0053,1.2359,-1.2135,2.0736,-2.0745,1.6056,-1.7229
2554.634942899,0.01,0.0053,1.2369,-1.2145,2.0733,-2.0742,1.6019,-1.7192
2554.639942899,0.01,0.0053,1.2376,-1.2153,2.0731,-2.074,1.5991,-1.7165
2554.644942899,0.0099,0.0053,1.2382,-1.2158,2.0729,-2.0739,1.5971,-1.7145
2554.649942899,0.01,0.0053,1.2385,-1.2162,2.0728,-2.0738,1.5958,-1.7132
2554.654942899,0.0099,0.0053,1.2386,-1.2163,2.0728,-2.0737,1.5955,-1.7128
2554.659942898,0.01,0.0053,1.2385,-1.2162,2.0728,-2.0738,1.5957,-1.713
2554.664942898,0.0099,0.0053,1.2383,-1.216,2.0729,-2.0738,1.5964,-1.7137
2554.669942898,0.01,0.0053,1.2381,-1.2157,2.073,-2.0739,1.5975,-1.7148
2554.674942898,0.0099,0.0053,1.2376,-1.2152,2.0731,-2.074,1.5994,-1.7166
2554.679942898,0.01,0.0053,1.2369,-1.2146,2.0733,-2.0742,1.6019,-1.719
2554.684942898,0.0099,0.0053,1.2361,-1.2137,2.0736,-2.0744,1.6049,-1.7221
2554.689942898,0.01,0.0053,1.2351,-1.2127,2.0739,-2.0747,1.6085,-1.7257
2554.694942898,0.0099,0.0053,1.234,-1.2116,2.0742,-2.075,1.6127,-1.7299
2554.699942898,0.01,0.0053,1.2327,-1.2103,2.0746,-2.0753,1.6173,-1.7345
2554.704942897,0.0099,0.0053,1.2313,-1.2089,2.075,-2.0757,1.6225,-1.7397
2554.709942897,0.01,0.0053,1.2298,-1.2073,2.0754,-2.0761,1.628,-1.7452
2554.714942897,0.0099,0.0053,1.2282,-1.2057,2.0759,-2.0765,1.6339,-1.7512
2554.719942897,0.01,0.0053,1.2265,-1.204,2.0764,-2.077,1.6401,-1.7574
2554.724942897,0.0099,0.0053,1.2247,-1.2021,2.0769,-2.0774,1.6469,-1.7642
2554.729942897,0.01,0.0053,1.2227,-1.2001,2.0774,-2.0779,1.654,-1.7713
2554.734942897,0.0099,0.0053,1.2207,-1.1979,2.078,-2.0784,1.6615,-1.7788
2554.739942897,0.01,0.0053,1.2185,-1.1957,2.0786,-2.0789,1.6694,-1.7867
2554.744942896,0.0099,0.0053,1.2162,-1.1934,2.0792,-2.0795,1.6777,-1.795
2554.749942896,0.01,0.0053,1.2139,-1.191,2.0798,-2.08,1.6862,-1.8035
2554.754942896,0.0099,0.0053,1.2114,-1.1885,2.0805,-2.0806,1.695,-1.8124
2554.759942896,0.01,0.0053,1.2089,-1.1859,2.0811,-2.0812,1.7041,-1.8215
2554.764942896,0.01,0.0053,1.2063,-1.1832,2.0818,-2.0817,1.7135,-1.8308
2554.769942896,0.01,0.0053,1.2036,-1.1805,2.0824,-2.0823,1.7229,-1.8403
2554.774942896,0.01,0.0053,1.2008,-1.1777,2.0831,-2.0829,1.7328,-1.8501
2554.779942896,0.01,0.0053,1.198,-1.1747,2.0837,-2.0835,1.7429,-1.8602
2554.784942896,0.01,0.0053,1.1951,-1.1717,2.0844,-2.0841,1.7532,-1.8706
2554.789942895,0.01,0.0053,1.192,-1.1687,2.0851,-2.0846,1.7638,-1.8812
2554.794942895,0.01,0.0053,1.1889,-1.1655,2.0858,-2.0853,1.7747,-1.892
2554.799942895,0.01,0.0053,1.1858,-1.1623,2.0864,-2.0858,1.7856,-1.903
2554.804942895,0.01,0.0053,1.1825,-1.159,2.0871,-2.0864,1.797,-1.9143
2554.809942895,0.01,0.0053,1.1792,-1.1556,2.0878,-2.087,1.8085,-1.9259
2554.814942895,0.01,0.0053,1.1758,-1.1521,2.0885,-2.0876,1.8204,-1.9377
2554.819942895,0.01,0.0053,1.1723,-1.1486,2.0892,-2.0881,1.8322,-1.9496
2554.824942895,0.01,0.0053,1.1687,-1.1449,2.0898,-2.0887,1.8445,-1.9618
2554.829942895,0.01,0.0053,1.1651,-1.1412,2.0905,-2.0893,1.857,-1.9743
2554.834942894,0.01,0.0053,1.1613,-1.1374,2.0912,-2.0898,1.8696,-1.9869
2554.839942894,0.01,0.0053,1.1575,-1.1335,2.0918,-2.0904,1.8825,-1.9997
2554.844942894,0.0099,0.0053,1.1537,-1.1296,2.0924,-2.0909,1.8956,-2.0128
2554.849942894,0.01,0.0053,1.1498,-1.1256,2.0931,-2.0914,1.9086,-2.0258
2554.854942894,0.01,0.0053,1.1458,-1.1216,2.0937,-2.0919,1.9219,-2.0391
2554.859942894,0.01,0.0053,1.1418,-1.1175,2.0943,-2.0923,1.9353,-2.0524
2554.864942894,0.01,0.0053,1.1377,-1.1134,2.0948,-2.0928,1.9486,-2.0657
2554.869942894,0.01,0.0053,1.1337,-1.1093,2.0954,-2.0932,1.9619,-2.079
2554.874942894,0.01,0.0053,1.1297,-1.1052,2.0959,-2.0936,1.9752,-2.0922
2554.879942893,0.01,0.0053,1.1257,-1.1012,2.0964,-2.094,1.9883,-2.1052
2554.884942893,0.01,0.0053,1.1217,-1.0971,2.0969,-2.0944,2.0013,-2.1182
2554.889942893,0.01,0.0053,1.1177,-1.0931,2.0973,-2.0947,2.0142,-2.131
2554.894942893,0.01,0.0053,1.1137,-1.0891,2.0977,-2.095,2.027,-2.1438
2554.899942893,0.01,0.0053,1.1098,-1.0851,2.0981,-2.0953,2.0396,-2.1564
2554.904942893,0.01,0.0053,1.1059,-1.0812,2.0985,-2.0956,2.0522,-2.1689
2554.909942893,0.01,0.0053,1.102,-1.0772,2.0989,-2.0958,2.0647,-2.1814
2554.914942893,0.01,0.0053,1.0981,-1.0733,2.0992,-2.0961,2.077,-2.1937
2554.919942893,0.01,0.0053,1.0943,-1.0694,2.0995,-2.0963,2.0891,-2.2057
2554.924942892,0.01,0.0053,1.0906,-1.0656,2.0998,-2.0964,2.1011,-2.2177
2554.929942892,0.01,0.0053,1.0869,-1.0619,2.1001,-2.0966,2.1128,-2.2293
2554.934942892,0.01,0.0053,1.0832,-1.0582,2.1003,-2.0967,2.1243,-2.2407
2554.939942892,0.01,0.0053,1.0797,-1.0546,2.1005,-2.0969,2.1355,-2.2518
2554.944942892,0.01,0.0053,1.0762,-1.051,2.1007,-2.097,2.1464,-2.2627
2554.949942892,0.01,0.0053,1.0728,-1.0476,2.1009,-2.0971,2.1569,-2.2732
2554.954942892,0.01,0.0053,1.0695,-1.0443,2.1011,-2.0971,2.1672,-2.2835
2554.959942892,0.0099,0.0053,1.0663,-1.041,2.1012,-2.0972,2.1772,-2.2934
2554.964942892,0.01,0.0053,1.0632,-1.0379,2.1014,-2.0972,2.1868,-2.3029
2554.969942891,0.01,0.0053,1.0602,-1.0349,2.1015,-2.0973,2.1961,-2.3122
2554.974942891,0.01,0.0053,1.0573,-1.0319,2.1016,-2.0973,2.205,-2.3211
2554.979942891,0.01,0.0053,1.0545,-1.0291,2.1017,-2.0973,2.2137,-2.3296
2554.984942891,0.01,0.0053,1.0517,-1.0264,2.1017,-2.0973,2.2219,-2.3379
2554.989942891,0.01,0.0053,1.0492,-1.0238,2.1018,-2.0973,2.2299,-2.3458
2554.994942891,0.01,0.0053,1.0466,-1.0212,2.1018,-2.0973,2.2376,-2.3534
2554.999942891,0.01,0.0053,1.0443,-1.0188,2.1019,-2.0973,2.2449,-2.3607
2555.004942891,0.01,0.0053,1.0418,-1.0163,2.1019,-2.0973,2.2523,-2.368
2555.009942891,0.01,0.0053,1.0394,-1.0139,2.102,-2.0972,2.2597,-2.3754
2555.01494289,0.01,0.0053,1.0369,-1.0114,2.102,-2.0972,2.2671,-2.3828
2555.01994289,0.01,0.0053,1.0345,-1.009,2.102,-2.0971,2.2745,-2.3901
2555.02494289,0.01,0.0053,1.0321,-1.0065,2.102,-2.0971,2.2818,-2.3974
2555.02994289,0.01,0.0053,1.0297,-1.0041,2.102,-2.097,2.289,-2.4045
2555.03494289,0.01,0.0053,1.0273,-1.0018,2.102,-2.097,2.296,-2.4115
2555.03994289,0.01,0.0053,1.025,-0.9995,2.102,-2.0969,2.3029,-2.4184
2555.04494289,0.01,0.0053,1.0228,-0.9972,2.102,-2.0968,2.3097,-2.4251
2555.04994289,0.01,0.0053,1.0206,-0.995,2.102,-2.0967,2.3163,-2.4316
2555.05494289,0.01,0.0053,1.0184,-0.9928,2.102,-2.0967,2.3227,-2.4379
2555.059942889,0.01,0.0053,1.0164,-0.9908,2.1019,-2.0966,2.3288,-2.444
2555.064942889,0.01,0.0053,1.0144,-0.9887,2.1019,-2.0965,2.3348,-2.4499
2555.069942889,0.01,0.0053,1.0125,-0.9868,2.1019,-2.0964,2.3406,-2.4556
2555.074942889,0.01,0.0053,1.0106,-0.9849,2.1018,-2.0963,2.3461,-2.4611
2555.079942889,0.01,0.0053,1.0088,-0.9831,2.1018,-2.0962,2.3514,-2.4664
2555.084942889,0.01,0.0053,1.0071,-0.9814,2.1017,-2.0961,2.3566,-2.4714
2555.089942889,0.01,0.0053,1.0054,-0.9798,2.1017,-2.096,2.3614,-2.4763
2555.094942889,0.01,0.0053,1.0038,-0.9782,2.1017,-2.096,2.3661,-2.4809
2555.099942889,0.01,0.0053,1.0023,-0.9767,2.1016,-2.0959,2.3706,-2.4853
2555.104942888,0.01,0.0053,1.0009,-0.9752,2.1016,-2.0958,2.3748,-2.4895
2555.109942888,0.01,0.0053,0.9995,-0.9738,2.1015,-2.0957,2.3789,-2.4935
2555.114942888,0.01,0.0053,0.9982,-0.9725,2.1015,-2.0956,2.3827,-2.4973
2555.119942888,0.01,0.0053,0.997,-0.9713,2.1014,-2.0956,2.3864,-2.5009
2555.124942888,0.01,0.0053,0.9958,-0.9701,2.1014,-2.0955,2.3899,-2.5043
2555.129942888,0.01,0.0053,0.9947,-0.969,2.1013,-2.0954,2.3931,-2.5075
2555.134942888,0.01,0.0053,0.9936,-0.9679,2.1013,-2.0953,2.3962,-2.5106
2555.139942888,0.01,0.0053,0.9926,-0.967,2.1013,-2.0953,2.3992,-2.5135
2555.144942888,0.01,0.0053,0.9917,-0.966,2.1012,-2.0952,2.4019,-2.5162
2555.149942887,0.01,0.0053,0.9908,-0.9651,2.1012,-2.0952,2.4045,-2.5188
2555.154942887,0.01,0.0053,0.9899,-0.9643,2.1012,-2.0951,2.407,-2.5212
2555.159942887,0.01,0.0053,0.9891,-0.9635,2.1011,-2.0951,2.4093,-2.5235
2555.164942887,0.01,0.0053,0.9884,-0.9628,2.1011,-2.095,2.4115,-2.5256
2555.169942887,0.01,0.0053,0.9877,-0.9621,2.1011,-2.095,2.4135,-2.5276
